Date,DEW,KA1,OC1,SLP,TMP,VIS,WND
2021-01-26,0.3903846153846154,10.4,7.2,9999.9,1.0230769230769232,5.596153846153846,41.41346153846154
2021-01-27,0.32500000000000007,10.5,7.2,9999.9,1.001923076923077,5.403846153846154,45.92692307692308
2021-01-28,0.296078431372549,2.0,7.2,9999.9,1.0019607843137255,5.098039215686274,46.55098039215686
2021-01-29,0.28431372549019607,10.9,7.2,9999.9,1.0392156862745099,5.735294117647059,49.13725490196079
2021-01-30,0.17647058823529413,2.4,7.2,9999.9,0.9588235294117646,6.254901960784314,43.71372549019608
2021-01-31,0.21923076923076923,10.4,7.2,9999.9,0.9615384615384616,6.0576923076923075,42.25769230769231
2021-02-01,0.27450980392156865,10.65,7.2,9999.9,0.9823529411764707,5.382352941176471,40.482352941176465
2021-02-02,0.3230769230769231,11.299999999999999,7.2,9999.9,1.0826923076923078,5.451923076923077,51.91923076923077
2021-02-03,0.37799999999999995,11.8,7.2,9999.9,1.17,5.71,50.482
2021-02-04,0.35714285714285715,11.8,7.2,9999.9,1.2142857142857142,6.26530612244898,36.12040816326531
2021-02-05,0.47959183673469385,3.5,7.2,9999.9,1.0979591836734692,5.469387755102041,48.47346938775511
2021-02-06,0.4666666666666667,12.35,7.2,9999.9,0.8666666666666667,6.196078431372549,41.241176470588236
2021-02-07,0.27547169811320754,9.75,7.2,9999.9,0.9679245283018867,6.848811320754717,38.5377358490566
2021-02-08,0.2846153846153846,12.15,7.2,9999.9,1.225,6.230769230769231,40.223076923076924
2021-02-09,0.5795454545454546,3.7,7.2,9999.9,1.2204545454545455,6.056818181818182,47.07727272727273
2021-02-10,0.7310344827586207,6.4,7.2,9999.9,1.3275862068965518,3.913793103448276,45.00344827586208
2021-02-11,0.6333333333333333,6.4,7.2,9999.9,0.6666666666666666,3.1666666666666665,8.333333333333334
2021-02-12,0.6333333333333333,6.4,7.2,9999.9,0.6666666666666666,3.1666666666666665,8.333333333333334
2021-02-13,0.9481481481481482,21.2,7.2,9999.9,1.3222222222222224,4.925925925925926,49.0
2021-02-14,0.924,21.2,7.2,9999.9,1.4480000000000002,4.21,48.104000000000006
2021-02-15,0.8846153846153846,7.8,7.2,9999.9,1.4115384615384616,3.730769230769231,43.43269230769231
2021-02-16,0.7489795918367348,22.5,7.2,9999.9,1.3918367346938776,5.040816326530612,43.98979591836735
2021-02-17,0.551923076923077,14.9,7.2,9999.9,1.353846153846154,6.0576923076923075,52.28653846153846
2021-02-18,0.5102040816326531,22.0,7.2,9999.9,1.2959183673469388,6.051020408163265,41.826530612244895
2021-02-19,0.4333333333333333,4.4,7.2,9999.9,1.4962962962962962,5.981481481481482,41.34074074074074
2021-02-20,0.4333333333333333,4.4,7.2,9999.9,1.4962962962962962,5.981481481481482,41.34074074074074
2021-02-21,0.6555555555555554,4.4,7.2,9999.9,1.0222222222222224,5.888888888888889,49.400000000000006
2021-02-22,0.8666666666666667,4.4,7.2,9999.9,1.5933333333333335,4.533333333333333,47.69777777777778
2021-02-23,0.9425531914893617,24.8,7.2,9999.9,1.6574468085106384,4.98936170212766,45.691489361702125
2021-02-24,0.9787234042553191,24.8,7.2,9999.9,1.668085106382979,4.351063829787234,46.223404255319146
2021-02-25,1.1543478260869566,24.8,7.2,9999.9,1.6652173913043478,3.152173913043478,49.65652173913044
2021-02-26,1.2086956521739132,9.6,7.2,9999.9,1.7043478260869567,3.4347826086956523,46.74782608695652
2021-02-27,1.1837209302325582,25.4,11.05,9999.9,1.830232558139535,3.9302325581395348,48.641860465116274
2021-02-28,3.3204545454545453,25.4,11.05,9999.9,1.8636363636363635,5.318181818181818,44.62954545454546
2021-03-01,2.822448979591837,18.95,11.05,9999.9,3.7448979591836733,6.081632653061225,43.012244897959185
2021-03-02,2.268627450980392,16.45,11.05,9999.9,1.5352941176470587,7.156686274509804,39.050980392156866
2021-03-03,2.327450980392157,16.099999999999998,11.05,9999.9,1.550980392156863,6.303921568627451,34.25294117647059
2021-03-04,0.6547169811320755,16.45,11.05,9999.9,1.560377358490566,5.867924528301887,36.316981132075476
2021-03-05,0.8641509433962264,16.8,11.05,9999.9,1.4943396226415095,5.245283018867925,56.63396226415095
2021-03-06,0.9113207547169813,16.15,11.05,9999.9,1.509433962264151,62.11032075471699,40.990566037735846
2021-03-07,1.1211538461538462,15.75,11.05,9999.9,1.5173076923076925,4.211538461538462,47.84423076923077
2021-03-08,1.0264150943396226,19.05,11.05,9999.9,1.7132075471698112,5.264150943396227,41.820754716981135
2021-03-09,4.6557692307692315,18.6,11.3,9999.9,1.8096153846153844,7.019019230769231,49.119230769230775
2021-03-10,0.9673076923076922,18.9,14.4,9999.9,1.723076923076923,6.288461538461538,50.13846153846154
2021-03-11,0.9377358490566038,18.35,14.4,9999.9,1.8,62.41503773584906,51.11509433962264
2021-03-12,1.0442307692307693,19.3,14.4,9999.9,1.9134615384615385,25.009596153846154,29.221153846153847
2021-03-13,0.9826923076923078,17.799999999999997,14.4,9999.9,1.573076923076923,6.076923076923077,43.853846153846156
2021-03-14,1.075,17.55,14.4,9999.9,1.75,5.886363636363637,43.87954545454546
2021-03-15,1.0192307692307692,18.55,14.4,9999.9,1.7538461538461538,5.423076923076923,43.75769230769231
2021-03-16,1.035294117647059,18.75,14.4,9999.9,1.8254901960784313,5.107843137254902,40.83529411764706
2021-03-17,0.8913043478260869,18.75,14.4,9999.9,1.8239130434782609,5.054347826086956,36.43260869565218
2021-03-18,0.974468085106383,19.0,14.4,9999.9,1.8553191489361702,4.202127659574468,43.88510638297872
2021-03-19,4.7250000000000005,19.45,14.4,9999.9,1.9134615384615385,4.5576923076923075,40.34038461538462
2021-03-20,2.748979591836735,19.5,14.4,9999.9,1.8816326530612246,5.3061224489795915,43.99183673469388
2021-03-21,2.588235294117647,19.35,14.4,9999.9,1.919607843137255,5.627450980392157,44.28431372549019
2021-03-22,0.7557692307692307,28.0,14.4,9999.9,1.9384615384615385,3.9326923076923075,42.93269230769231
2021-03-23,2.7173076923076924,20.1,14.4,9999.9,2.025,3.875,42.24038461538461
2021-03-24,0.6807692307692308,20.55,14.4,9999.9,1.9903846153846154,43.576884615384614,38.11346153846154
2021-03-25,2.1865384615384618,19.5,14.4,9999.9,1.8923076923076925,5.384615384615385,28.46923076923077
2021-03-26,0.5673076923076923,18.85,14.4,9999.9,1.794230769230769,2.9903846153846154,42.892307692307696
2021-03-27,0.7584905660377359,26.3,14.4,9999.9,1.7792452830188679,1.990566037735849,38.95471698113207
2021-03-28,0.8307692307692308,17.9,14.4,9999.9,1.75,21.259596153846154,53.66923076923077
2021-03-29,0.9173076923076924,18.0,14.4,9999.9,1.8326923076923076,1.9134615384615385,47.25384615384616
2021-03-30,1.030188679245283,19.35,7.7,9999.9,1.9603773584905662,3.0660377358490565,29.643396226415096
2021-03-31,1.3211538461538461,19.4,7.7,9999.9,1.823076923076923,3.144230769230769,44.75961538461539
2021-04-01,1.0115384615384615,20.3,7.7,9999.9,1.7807692307692307,5.586538461538462,39.16538461538462
2021-04-02,0.5096153846153846,18.55,7.7,9999.9,1.8153846153846156,6.4326923076923075,36.0923076923077
2021-04-03,5.984,18.299999999999997,7.7,9999.9,1.876,5.92,35.438
2021-04-04,4.154,9.0,7.7,9999.9,1.806,3.34,48.102
2021-04-05,0.5333333333333333,18.5,7.7,9999.9,1.803921568627451,2.519607843137255,33.056862745098044
2021-04-06,0.7716981132075471,18.45,7.7,9999.9,1.8113207547169812,2.160377358490566,51.80754716981132
2021-04-07,3.0,19.9,7.7,9999.9,2.0313725490196077,2.7254901960784315,35.72352941176471
2021-04-08,8.964,21.85,10.3,9999.9,2.082,5.14,44.67
2021-04-09,6.657692307692309,20.65,13.9,9999.9,1.9115384615384616,6.461538461538462,37.13269230769231
2021-04-10,0.5588235294117647,20.2,13.9,9999.9,1.9941176470588236,7.7644705882352945,38.898039215686275
2021-04-11,2.3666666666666667,21.2,13.9,9999.9,2.1058823529411765,5.970588235294118,40.19019607843138
2021-04-12,2.3372549019607844,13.0,13.9,9999.9,2.0215686274509803,3.676470588235294,38.40588235294118
2021-04-13,0.6807692307692308,20.8,13.9,9999.9,2.0,4.8173076923076925,34.74615384615385
2021-04-14,0.8730769230769231,20.9,13.9,9999.9,2.1384615384615384,4.4326923076923075,45.236538461538466
2021-04-15,0.9653846153846154,22.25,13.8,9999.9,2.148076923076923,5.173076923076923,42.51346153846154
2021-04-16,1.2061224489795919,19.55,13.8,9999.9,1.6734693877551021,5.826530612244898,51.65102040816327
2021-04-17,1.2040816326530612,19.9,21.1,9999.9,1.873469387755102,6.13265306122449,47.86326530612245
2021-04-18,1.0122448979591836,20.1,14.4,9999.9,1.8755102040816327,7.509979591836736,45.35918367346939
2021-04-19,1.0196078431372548,19.25,14.4,9999.9,1.9588235294117649,8.078176470588236,50.37450980392157
2021-04-20,1.092,21.5,14.4,9999.9,2.158,6.89984,49.144000000000005
2021-04-21,1.162,18.65,14.4,9999.9,1.834,5.44,31.856000000000005
2021-04-22,0.89,19.75,14.4,9999.9,1.786,8.26964,23.214000000000002
2021-04-23,0.72,19.65,14.4,9999.9,2.064,48.67944000000001,41.99400000000001
2021-04-24,0.7211538461538461,21.75,14.4,9999.9,2.2346153846153847,8.345826923076924,37.38461538461539
2021-04-25,2.701923076923077,22.7,14.4,9999.9,2.2961538461538464,7.999750000000001,36.861538461538466
2021-04-26,0.8596153846153847,22.5,14.4,9999.9,2.2903846153846152,6.75,29.273076923076925
2021-04-27,0.8980392156862744,23.0,14.4,9999.9,2.298039215686275,6.049019607843137,41.44117647058823
2021-04-28,1.0627450980392157,22.75,14.4,9999.9,2.3215686274509806,5.754901960784314,31.64901960784314
2021-04-29,1.2980392156862746,22.75,14.4,9999.9,1.8509803921568628,6.009803921568627,53.26666666666667
2021-04-30,1.268,20.35,14.4,9999.9,1.946,6.28,40.728
2021-05-01,1.4423076923076923,21.3,14.4,9999.9,1.955769230769231,25.201903846153847,45.542307692307695
2021-05-02,1.538,21.2,14.4,9999.9,1.742,5.54,72.272
2021-05-03,1.594,21.15,14.4,9999.9,2.01,5.348,50.242
2021-05-04,1.5941176470588234,20.9,14.4,9999.9,1.8352941176470587,6.0588235294117645,42.65294117647059
2021-05-05,1.5333333333333334,19.95,14.4,9999.9,1.9254901960784314,6.8431372549019605,31.07843137254902
2021-05-06,1.54,20.700000000000003,14.4,9999.9,1.9880000000000002,6.36,42.928000000000004
2021-05-07,1.5076923076923074,21.25,14.4,9999.9,2.003846153846154,6.759461538461538,50.190384615384616
2021-05-08,1.2862745098039214,14.5,14.4,9999.9,2.0568627450980395,7.0588235294117645,46.06666666666667
2021-05-09,1.274,21.25,14.4,9999.9,2.064,8.439680000000001,40.714
2021-05-10,1.53,20.7,14.4,9999.9,1.912,26.099980000000002,31.738000000000003
2021-05-11,1.5862745098039217,19.65,14.4,9999.9,1.888235294117647,6.372549019607843,59.127450980392155
2021-05-12,1.5647058823529412,19.1,14.4,9999.9,1.7960784313725489,6.764705882352941,43.962745098039214
2021-05-13,1.501923076923077,18.6,14.4,9999.9,1.7673076923076925,25.846134615384617,63.71153846153846
2021-05-14,1.4020833333333333,20.9,14.4,9999.9,2.09375,8.332979166666666,45.51458333333334
2021-05-15,1.446,22.200000000000003,14.4,9999.9,2.222,8.459579999999999,45.59
2021-05-16,1.278,23.1,14.4,9999.9,2.412,8.35968,42.294000000000004
2021-05-17,1.544,22.65,14.4,9999.9,2.398,7.99976,42.59400000000001
2021-05-18,1.692,24.15,14.4,9999.9,4.274,6.72,53.082
2021-05-19,1.8291666666666666,18.5,14.4,9999.9,2.0791666666666666,5.1875,73.80625
2021-05-20,1.8719999999999999,20.450000000000003,14.4,9999.9,1.976,6.29,48.7
2021-05-21,3.7326923076923078,24.15,14.4,9999.9,4.194230769230769,7.55748076923077,40.37884615384616
2021-05-22,1.853061224489796,25.65,14.4,9999.9,2.4653061224489794,8.509857142857143,38.204081632653065
2021-05-23,1.8980000000000001,25.9,14.4,9999.9,2.548,8.67962,44.571999999999996
2021-05-24,1.7895833333333335,26.1,11.3,9999.9,2.4770833333333333,7.2706875,40.34791666666667
2021-05-25,1.876,24.05,11.3,9999.9,2.206,7.04,43.468
2021-05-26,3.872549019607843,20.450000000000003,11.3,9999.9,2.015686274509804,25.647039215686274,53.666666666666664
2021-05-27,1.9803921568627452,20.8,11.3,9999.9,2.0215686274509803,6.519607843137255,64.63529411764706
2021-05-28,1.8215686274509806,19.200000000000003,11.3,9999.9,1.8862745098039215,6.254901960784314,15.501960784313725
2021-05-29,1.8897959183673467,22.9,11.3,9999.9,2.193877551020408,7.428571428571429,33.20204081632653
2021-05-30,1.9215686274509804,23.1,11.3,9999.9,2.282352941176471,7.078431372549019,49.70392156862745
2021-05-31,1.9367346938775512,24.25,11.3,9999.9,2.3693877551020406,6.816326530612245,31.028571428571432
2021-06-01,1.883333333333333,24.299999999999997,11.3,9999.9,2.3125,7.270833333333333,43.306250000000006
2021-06-02,1.8282608695652172,30.6,11.3,9999.9,2.408695652173913,8.477913043478262,32.81086956521739
2021-06-03,1.854,24.25,11.3,9999.9,2.472,8.079780000000001,37.74
2021-06-04,1.9076923076923078,24.45,11.3,9999.9,2.4346153846153844,8.076673076923077,42.667307692307695
2021-06-05,1.814,25.3,11.3,9999.9,2.49,7.5798000000000005,45.074000000000005
2021-06-06,1.8687500000000001,24.65,11.3,9999.9,2.5395833333333333,7.395833333333333,43.1625
2021-06-07,1.8571428571428572,26.5,11.3,9999.9,2.63265306122449,8.101775510204082,49.66326530612245
2021-06-08,1.9551020408163264,25.85,11.3,9999.9,2.453061224489796,7.040816326530612,36.648979591836735
2021-06-09,2.026530612244898,25.450000000000003,11.3,9999.9,2.4020408163265308,7.020408163265306,32.67755102040817
2021-06-10,2.050980392156863,24.4,11.3,9999.9,2.286274509803922,6.529411764705882,45.39411764705882
2021-06-11,4.004081632653062,23.75,11.3,9999.9,2.257142857142857,6.744897959183674,57.11632653061225
2021-06-12,2.006382978723404,22.15,11.3,9999.9,2.1851063829787236,7.4678297872340424,61.734042553191486
2021-06-13,2.1021276595744682,24.8,11.3,9999.9,2.2297872340425533,7.574468085106383,81.77659574468085
2021-06-14,2.1612244897959183,23.95,11.3,9999.9,2.269387755102041,6.755102040816326,58.465306122448986
2021-06-15,2.119607843137255,22.6,11.3,9999.9,2.192156862745098,6.764705882352941,60.709803921568636
2021-06-16,2.094,22.85,11.3,9999.9,2.168,6.84,61.69
2021-06-17,2.096078431372549,23.15,11.3,9999.9,2.286274509803922,7.411764705882353,56.115686274509805
2021-06-18,2.086,24.2,11.3,9999.9,2.384,7.89992,45.95
2021-06-19,2.03125,24.2,11.3,9999.9,2.30625,8.3538125,47.92083333333334
2021-06-20,2.022448979591837,22.95,11.3,9999.9,2.240816326530612,7.755102040816326,39.64693877551021
2021-06-21,2.0408163265306123,24.5,11.3,9999.9,2.410204081632653,8.815979591836735,27.028571428571432
2021-06-22,2.0918367346938775,25.75,11.3,9999.9,2.526530612244898,8.53034693877551,38.42448979591837
2021-06-23,2.16,25.35,11.3,9999.9,2.3560000000000003,26.95998,44.926
2021-06-24,2.0941176470588236,24.6,11.3,9999.9,2.466666666666667,7.588235294117647,41.170588235294126
2021-06-25,2.119607843137255,23.799999999999997,11.3,9999.9,2.256862745098039,6.637254901960785,61.75294117647059
2021-06-26,2.03,22.25,11.3,9999.9,2.156,6.96986,70.31400000000001
2021-06-27,2.117391304347826,24.7,11.3,9999.9,2.4217391304347826,7.347652173913044,53.34782608695652
2021-06-28,2.144186046511628,24.4,11.3,9999.9,2.4465116279069767,7.255813953488372,32.68372093023256
2021-06-29,2.163265306122449,20.4,11.3,9999.9,2.442857142857143,7.040816326530612,57.38163265306123
2021-06-30,2.1803921568627453,25.0,11.3,9999.9,2.2941176470588234,5.264705882352941,47.45294117647059
2021-07-01,2.05,21.85,11.3,9999.9,2.1319999999999997,5.03,73.87200000000001
2021-07-02,2.074,21.4,11.3,9999.9,2.1180000000000003,5.44,74.928
2021-07-03,2.0645833333333337,23.65,11.3,9999.9,2.2875,6.5625,44.21875
2021-07-04,2.103921568627451,24.75,11.3,9999.9,2.4058823529411764,6.980392156862745,44.970588235294116
2021-07-05,2.19,25.95,11.3,9999.9,2.376,66.29994,50.4
2021-07-06,2.1843137254901963,24.7,11.3,9999.9,2.4627450980392154,7.215686274509804,32.98627450980392
2021-07-07,2.173469387755102,20.4,11.3,9999.9,2.4469387755102043,6.918367346938775,39.381632653061224
2021-07-08,2.156862745098039,23.45,11.3,9999.9,2.231372549019608,6.745098039215686,54.66078431372549
2021-07-09,2.145098039215686,24.700000000000003,11.3,9999.9,2.347058823529412,7.098039215686274,50.15882352941176
2021-07-10,2.1510204081632653,24.95,11.3,9999.9,2.295918367346939,5.887755102040816,53.40408163265307
2021-07-11,2.1333333333333333,20.4,11.3,9999.9,2.2416666666666667,6.864583333333333,36.57916666666667
2021-07-12,2.1630434782608696,24.35,11.3,9999.9,2.3173913043478263,7.586869565217391,47.50652173913044
2021-07-13,2.1192307692307693,25.2,11.3,9999.9,2.3576923076923078,7.076788461538461,57.47115384615385
2021-07-14,2.16,24.4,11.3,9999.9,2.374,6.96,41.152
2021-07-15,2.0980000000000003,23.85,11.3,9999.9,2.282,6.62,52.41400000000001
2021-07-16,2.108,22.8,11.3,9999.9,2.21,6.74,60.37
2021-07-17,2.144,24.15,11.3,9999.9,2.2640000000000002,5.97,59.346000000000004
2021-07-18,2.1470588235294117,24.8,11.3,9999.9,2.4,7.0,49.59019607843137
2021-07-19,2.178,24.85,11.3,9999.9,2.374,6.98,51.262
2021-07-20,2.1760869565217393,20.6,11.3,9999.9,2.258695652173913,6.391304347826087,49.415217391304346
2021-07-21,2.18,23.9,11.3,9999.9,2.294,6.7,52.11600000000001
2021-07-22,2.203921568627451,25.200000000000003,11.3,9999.9,2.4392156862745096,7.450980392156863,56.48235294117648
2021-07-23,4.125490196078432,26.25,11.3,9999.9,4.358823529411765,7.509666666666667,40.60196078431373
2021-07-24,2.2470588235294118,25.8,11.3,9999.9,2.5705882352941174,26.96064705882353,42.931372549019606
2021-07-25,2.1750000000000003,26.6,11.3,9999.9,2.378846153846154,6.538461538461538,45.407692307692315
2021-07-26,2.1764705882352944,22.7,11.3,9999.9,2.296078431372549,45.64701960784314,84.19607843137256
2021-07-27,2.169387755102041,24.35,11.3,9999.9,2.357142857142857,7.081448979591836,44.47551020408164
2021-07-28,2.144,24.65,11.3,9999.9,2.39,7.5198599999999995,46.006
2021-07-29,2.1180000000000003,24.700000000000003,11.3,9999.9,2.448,7.81988,57.036
2021-07-30,2.176923076923077,25.0,11.3,9999.9,2.3961538461538465,7.499903846153846,48.4673076923077
2021-07-31,2.1549019607843136,25.65,11.3,9999.9,2.5,8.352627450980393,27.966666666666665
2021-08-01,2.172,25.3,11.3,9999.9,2.432,8.339680000000001,30.324
2021-08-02,2.168085106382979,21.0,11.3,9999.9,2.402127659574468,7.7019361702127656,29.368085106382978
2021-08-03,4.504761904761905,21.0,11.3,9999.9,4.716666666666667,6.833333333333333,42.635714285714286
2021-08-04,2.1425531914893616,25.8,11.3,9999.9,2.2425531914893617,6.787234042553192,51.214893617021275
2021-08-05,2.024489795918367,24.4,11.3,9999.9,2.3857142857142857,8.101857142857142,48.89795918367347
2021-08-06,2.1625,26.1,11.3,9999.9,2.4854166666666666,28.5414375,52.89791666666667
2021-08-07,2.1620000000000004,25.0,11.3,9999.9,2.42,7.63992,41.312
2021-08-08,2.182352941176471,25.15,11.3,9999.9,2.347058823529412,6.607843137254902,64.59019607843138
2021-08-09,2.173076923076923,24.75,11.3,9999.9,2.4057692307692307,7.423076923076923,41.16538461538461
2021-08-10,2.18125,24.700000000000003,11.3,9999.9,2.4479166666666665,7.729083333333333,38.49583333333334
2021-08-11,2.2042553191489365,29.5,11.3,9999.9,2.4617021276595747,7.4892765957446805,37.67872340425532
2021-08-12,2.231372549019608,25.85,11.3,9999.9,2.364705882352941,6.392156862745098,37.79607843137255
2021-08-13,2.1865384615384618,24.9,11.3,9999.9,2.3846153846153846,6.673076923076923,37.24807692307692
2021-08-14,2.1882352941176473,24.95,11.3,9999.9,2.3784313725490196,7.117647058823529,28.21764705882353
2021-08-15,2.160416666666667,23.9,11.3,9999.9,2.3645833333333335,7.1875,40.825
2021-08-16,2.124,25.1,11.3,9999.9,2.452,7.9798599999999995,41.514
2021-08-17,2.156862745098039,25.299999999999997,11.3,9999.9,2.3588235294117648,6.313725490196078,41.55882352941177
2021-08-18,2.1403846153846158,24.65,11.3,9999.9,2.3076923076923075,6.384615384615385,48.50384615384616
2021-08-19,2.116,24.5,11.3,9999.9,2.35,7.72,44.148
2021-08-20,2.1137254901960785,24.35,11.3,9999.9,2.323529411764706,7.627450980392157,37.01568627450981
2021-08-21,2.1081632653061226,24.950000000000003,11.3,9999.9,2.3346938775510204,7.3061224489795915,41.79183673469388
2021-08-22,2.110204081632653,23.6,11.3,9999.9,2.3326530612244896,6.448979591836735,45.37959183673469
2021-08-23,2.1392156862745098,22.85,11.3,9999.9,2.1980392156862743,6.009803921568627,61.04509803921569
2021-08-24,2.126530612244898,23.9,11.3,9999.9,2.287755102040816,6.591836734693878,61.90816326530612
2021-08-25,2.1705882352941175,24.0,11.3,9999.9,2.3333333333333335,6.901960784313726,60.12941176470589
2021-08-26,2.128,23.95,11.3,9999.9,2.27,6.56,39.67
2021-08-27,3.9490196078431374,21.55,11.3,9999.9,2.1392156862745098,6.254901960784314,61.945098039215694
2021-08-28,2.062745098039216,23.25,11.3,9999.9,2.1470588235294117,25.999980392156864,78.5529411764706
2021-08-29,2.008,20.15,11.3,9999.9,2.0380000000000003,6.59,52.61200000000001
2021-08-30,2.063265306122449,28.0,11.3,9999.9,2.2142857142857144,6.795918367346939,58.848979591836745
2021-08-31,2.085714285714286,24.55,11.3,9999.9,2.3285714285714287,7.530489795918368,46.83877551020408
2021-09-01,4.23695652173913,19.9,11.3,9999.9,2.4065217391304348,7.173804347826087,48.68478260869565
2021-09-02,2.092156862745098,24.3,11.3,9999.9,2.3411764705882354,7.1568627450980395,48.79019607843138
2021-09-03,2.05,23.9,11.3,9999.9,2.232,7.25986,57.37200000000001
2021-09-04,2.061224489795918,24.5,11.3,9999.9,2.4448979591836735,7.897795918367347,50.638775510204084
2021-09-05,2.1220000000000003,25.5,11.3,9999.9,2.4859999999999998,7.0,39.838
2021-09-06,2.0770833333333334,24.15,11.3,9999.9,2.2583333333333333,6.46875,53.1875
2021-09-07,2.1145833333333335,24.9,11.3,9999.9,2.29375,7.208312500000001,43.487500000000004
2021-09-08,2.0549019607843135,24.65,11.3,9999.9,2.268627450980392,7.215686274509804,50.411764705882355
2021-09-09,2.0659574468085107,19.5,11.3,9999.9,2.174468085106383,6.9361702127659575,66.81063829787234
2021-09-10,3.9901960784313726,24.3,11.3,9999.9,2.311764705882353,7.548960784313726,46.43333333333333
2021-09-11,2.0693877551020408,24.8,11.3,9999.9,2.4489795918367347,7.897734693877552,43.17142857142857
2021-09-12,2.0693877551020408,26.0,11.3,9999.9,2.440816326530612,7.856979591836735,45.35510204081633
2021-09-13,2.0686274509803924,24.85,11.3,9999.9,2.331372549019608,7.686117647058824,43.25882352941177
2021-09-14,2.049019607843137,23.85,11.3,9999.9,2.372549019607843,7.627450980392157,56.46078431372549
2021-09-15,2.0215686274509803,22.2,11.3,9999.9,2.2058823529411766,7.215686274509804,50.858823529411765
2021-09-16,2.05625,27.0,11.3,9999.9,2.2395833333333335,6.854166666666667,69.66666666666667
2021-09-17,2.0040816326530613,21.4,11.3,9999.9,2.0979591836734692,6.959183673469388,76.70408163265306
2021-09-18,2.023529411764706,23.7,11.3,9999.9,2.3196078431372547,7.0588235294117645,54.25294117647059
2021-09-19,2.084,25.25,11.3,9999.9,2.428,8.159780000000001,47.728
2021-09-20,2.079591836734694,24.8,11.3,9999.9,2.2448979591836733,6.673469387755102,48.71632653061224
2021-09-21,1.996078431372549,24.2,11.3,9999.9,2.3137254901960786,8.176098039215686,45.143137254901966
2021-09-22,1.9826923076923075,22.1,11.3,9999.9,2.1865384615384618,7.3076923076923075,62.119230769230775
2021-09-23,2.004,23.8,11.3,9999.9,2.2840000000000003,7.81988,48.004000000000005
2021-09-24,2.008,24.55,11.3,9999.9,2.354,7.1,39.454
2021-09-25,1.9914893617021276,24.450000000000003,11.3,9999.9,2.302127659574468,7.297765957446809,50.3
2021-09-26,1.9714285714285713,24.15,11.3,9999.9,2.230612244897959,6.999897959183674,58.43877551020408
2021-09-27,1.9770833333333335,18.5,11.3,9999.9,2.222916666666667,7.1145,47.25416666666667
2021-09-28,1.969387755102041,22.3,11.3,9999.9,2.1489795918367345,7.612183673469388,47.86122448979592
2021-09-29,1.9411764705882353,22.9,11.3,9999.9,2.2254901960784315,7.176470588235294,43.06666666666667
2021-09-30,1.9937500000000001,24.200000000000003,11.3,9999.9,2.2895833333333333,7.208333333333333,50.50208333333333
2021-10-01,1.9568627450980391,23.85,11.3,9999.9,2.264705882352941,7.196078431372549,46.35686274509804
